,InvoiceNo,CustomerID,InvoiceDate,Country,TotalAmount
15325,568984,17813.0,9/29/2011 15:57,United Kingdom,306.61
15326,568987,12709.0,9/29/2011 15:58,Germany,824.83
15327,568988,12718.0,9/29/2011 16:38,France,238.25
15328,568989,14709.0,9/29/2011 16:41,United Kingdom,311.3
15329,568990,15933.0,9/29/2011 16:42,United Kingdom,316.46
15330,568991,18204.0,9/29/2011 16:44,United Kingdom,626.38
15331,568992,17218.0,9/29/2011 16:48,United Kingdom,278.65
15332,568993,15062.0,9/29/2011 16:51,United Kingdom,173.82
15333,568994,12598.0,9/29/2011 16:52,France,361.76
15334,568995,16779.0,9/29/2011 16:53,United Kingdom,891.5500000000001
15335,568996,13131.0,9/29/2011 17:16,United Kingdom,447.3
15336,568997,16233.0,9/29/2011 17:27,United Kingdom,210.18
15337,568998,17905.0,9/29/2011 17:33,United Kingdom,181.25
15338,568999,15949.0,9/29/2011 17:34,United Kingdom,237.04000000000002
15339,569000,17015.0,9/29/2011 17:36,United Kingdom,1045.48
15340,569001,12703.0,9/29/2011 17:52,Germany,283.55
15341,569002,17572.0,9/29/2011 17:53,United Kingdom,30.75
15342,569003,13364.0,9/29/2011 18:13,United Kingdom,134.95999999999998
15343,569004,14409.0,9/29/2011 18:18,United Kingdom,115.72
15344,569005,16268.0,9/29/2011 18:30,United Kingdom,493.76
15345,569006,16268.0,9/29/2011 18:30,United Kingdom,173.89
15346,569007,17552.0,9/29/2011 18:51,United Kingdom,615.39
15347,569008,15114.0,9/29/2011 18:53,United Kingdom,376.02
15348,569009,15984.0,9/29/2011 19:30,United Kingdom,243.2
15349,569010,14156.0,9/30/2011 7:36,EIRE,5867.08
15350,569011,14655.0,9/30/2011 8:14,United Kingdom,400.61
15351,569012,15187.0,9/30/2011 8:18,United Kingdom,194.18
15352,569013,15187.0,9/30/2011 8:19,United Kingdom,303.0
15353,569014,18053.0,9/30/2011 9:05,United Kingdom,300.02
15354,569015,13575.0,9/30/2011 9:20,United Kingdom,258.46
15355,569016,14916.0,9/30/2011 9:20,United Kingdom,301.21999999999997
15356,569017,13813.0,9/30/2011 9:22,Germany,281.94
15357,569018,12676.0,9/30/2011 9:25,Sweden,151.68
15358,569019,15602.0,9/30/2011 9:38,United Kingdom,402.24
15359,569020,15321.0,9/30/2011 9:39,United Kingdom,1238.54
15360,569021,15321.0,9/30/2011 9:40,United Kingdom,350.3
15361,569022,17725.0,9/30/2011 9:45,United Kingdom,333.96
15362,569024,12822.0,9/30/2011 10:04,United Kingdom,257.98
15363,569025,18041.0,9/30/2011 10:08,United Kingdom,356.75
15364,569026,16101.0,9/30/2011 10:18,United Kingdom,1290.7
15365,569027,13089.0,9/30/2011 10:19,United Kingdom,712.0600000000001
15366,569028,14911.0,9/30/2011 10:20,EIRE,272.15999999999997
15367,569029,17450.0,9/30/2011 10:25,United Kingdom,320.0
15368,569030,17450.0,9/30/2011 10:27,United Kingdom,2800.0
15369,569031,,9/30/2011 10:37,United Kingdom,41.6
15370,569033,15611.0,9/30/2011 10:40,United Kingdom,6.0
15371,569035,15565.0,9/30/2011 10:44,United Kingdom,88.8
15372,569036,18217.0,9/30/2011 10:44,United Kingdom,317.90000000000003
15373,569037,13263.0,9/30/2011 10:45,United Kingdom,499.49
15374,569046,14422.0,9/30/2011 10:48,United Kingdom,1285.98
15375,569060,13954.0,9/30/2011 10:52,United Kingdom,227.41
15376,569077,13092.0,9/30/2011 11:18,United Kingdom,38.08
15377,569078,14688.0,9/30/2011 11:41,United Kingdom,234.73000000000002
15378,569079,14226.0,9/30/2011 11:45,United Kingdom,185.77
15379,569080,15593.0,9/30/2011 11:46,United Kingdom,199.8
15380,569081,13972.0,9/30/2011 11:54,United Kingdom,44.349999999999994
15381,569082,18229.0,9/30/2011 11:55,United Kingdom,313.8
15382,569084,17949.0,9/30/2011 11:56,United Kingdom,2496.0
15383,569085,17949.0,9/30/2011 11:57,United Kingdom,1272.0
15384,569086,17949.0,9/30/2011 11:58,United Kingdom,720.0
15385,569087,13095.0,9/30/2011 12:03,United Kingdom,74.39999999999999
15386,569089,13764.0,9/30/2011 12:03,United Kingdom,576.13
15387,569097,12731.0,9/30/2011 12:06,France,1192.5
15388,569098,,9/30/2011 12:09,United Kingdom,0.0
15389,569099,17961.0,9/30/2011 12:12,United Kingdom,3.25
15390,569100,12748.0,9/30/2011 12:19,United Kingdom,381.87
15391,569101,14164.0,9/30/2011 12:24,United Kingdom,358.0
15392,569102,,9/30/2011 12:25,United Kingdom,0.0
15393,569103,16133.0,9/30/2011 12:30,United Kingdom,312.2
15394,569104,15287.0,9/30/2011 12:30,United Kingdom,340.98
15395,569105,16729.0,9/30/2011 12:35,United Kingdom,454.33
15396,569106,17376.0,9/30/2011 12:36,United Kingdom,97.35
15397,569108,16013.0,9/30/2011 12:40,United Kingdom,669.6
15398,569110,17675.0,9/30/2011 12:44,United Kingdom,1025.78
15399,569111,17675.0,9/30/2011 12:45,United Kingdom,25.200000000000003
15400,569120,12583.0,9/30/2011 12:58,France,327.23
15401,569121,,9/30/2011 13:03,United Kingdom,0.0
15402,569122,12694.0,9/30/2011 13:06,France,430.17
15403,569123,12748.0,9/30/2011 13:09,United Kingdom,1132.55
15404,569124,15172.0,9/30/2011 13:15,United Kingdom,361.21
15405,569125,15611.0,9/30/2011 13:21,United Kingdom,142.7
15406,569126,13347.0,9/30/2011 13:28,United Kingdom,341.36
15407,569127,15903.0,9/30/2011 13:31,United Kingdom,1568.4
15408,569129,15034.0,9/30/2011 13:40,United Kingdom,634.03
15409,569130,14911.0,9/30/2011 13:46,EIRE,116.3
15410,569131,,9/30/2011 13:49,United Kingdom,0.0
15411,569132,17757.0,9/30/2011 13:54,United Kingdom,253.78
15412,569133,15185.0,9/30/2011 14:06,United Kingdom,310.62
15413,569134,15411.0,9/30/2011 14:07,United Kingdom,609.05
15414,569136,15834.0,9/30/2011 14:41,United Kingdom,441.93
15415,569137,,9/30/2011 14:45,United Kingdom,2455.63
15416,569139,16404.0,9/30/2011 14:55,United Kingdom,443.05
15417,569140,14503.0,9/30/2011 14:59,United Kingdom,687.38
15418,569141,13021.0,9/30/2011 15:02,United Kingdom,441.61
15419,569142,13021.0,9/30/2011 15:03,United Kingdom,25.200000000000003
15420,569143,15867.0,9/30/2011 15:04,United Kingdom,357.71
15421,569144,17227.0,9/30/2011 15:14,United Kingdom,139.45
15422,569145,18008.0,9/30/2011 15:17,United Kingdom,8.28
15423,569147,12842.0,9/30/2011 15:33,United Kingdom,808.26
15424,569148,16613.0,9/30/2011 15:52,United Kingdom,618.59
15425,569149,,9/30/2011 16:42,United Kingdom,8.3
15426,569202,,9/30/2011 17:22,United Kingdom,1818.09
15427,569203,16353.0,10/2/2011 10:32,United Kingdom,262.6
15428,569204,16591.0,10/2/2011 10:43,United Kingdom,213.5
15429,569205,16923.0,10/2/2011 10:55,United Kingdom,658.11
15430,569206,15038.0,10/2/2011 10:58,United Kingdom,173.04
15431,569207,17811.0,10/2/2011 11:04,United Kingdom,166.32999999999998
15432,569208,16693.0,10/2/2011 11:10,United Kingdom,324.45
15433,569209,16626.0,10/2/2011 11:30,United Kingdom,189.9
15434,569210,13681.0,10/2/2011 11:41,United Kingdom,327.62
15435,569211,15774.0,10/2/2011 12:04,United Kingdom,270.8
15436,569212,15164.0,10/2/2011 12:05,United Kingdom,474.87
15437,569213,13782.0,10/2/2011 12:11,United Kingdom,142.51
15438,569214,14533.0,10/2/2011 12:22,United Kingdom,326.8
15439,569215,13571.0,10/2/2011 12:30,United Kingdom,205.28
15440,569216,15555.0,10/2/2011 12:41,United Kingdom,261.12
15441,569217,15579.0,10/2/2011 12:45,United Kingdom,149.0
15442,569218,15952.0,10/2/2011 12:47,United Kingdom,253.6
15443,569219,13558.0,10/2/2011 13:01,United Kingdom,201.99
15444,569220,16007.0,10/2/2011 13:26,United Kingdom,751.74
15445,569221,14970.0,10/2/2011 13:44,United Kingdom,472.31
15446,569222,15906.0,10/2/2011 13:46,United Kingdom,590.49
15447,569223,16283.0,10/2/2011 13:49,United Kingdom,743.79
15448,569224,15701.0,10/2/2011 14:00,United Kingdom,255.13
15449,569225,16930.0,10/2/2011 14:25,United Kingdom,195.31
15450,569226,16930.0,10/2/2011 14:31,United Kingdom,11.8
15451,569227,14051.0,10/2/2011 14:37,United Kingdom,973.95
15452,569228,15547.0,10/2/2011 14:47,United Kingdom,469.89
15453,569229,14502.0,10/2/2011 14:56,United Kingdom,467.95
15454,569230,16533.0,10/2/2011 15:07,United Kingdom,376.97
15455,569231,13379.0,10/2/2011 15:18,United Kingdom,299.53
15456,569232,16667.0,10/2/2011 15:26,United Kingdom,366.78
15457,569234,17841.0,10/2/2011 15:33,United Kingdom,543.75
15458,569235,17841.0,10/2/2011 15:35,United Kingdom,5.76
15459,569236,14432.0,10/2/2011 15:49,United Kingdom,306.73
15460,569237,,10/2/2011 15:50,United Kingdom,51.58
15461,569238,17954.0,10/2/2011 15:52,United Kingdom,149.55
15462,569239,14644.0,10/3/2011 8:30,United Kingdom,643.26
15463,569240,18059.0,10/3/2011 9:30,United Kingdom,124.08
15464,569241,14488.0,10/3/2011 9:30,United Kingdom,1064.28
15465,569242,14193.0,10/3/2011 9:34,United Kingdom,430.85
15466,569243,13344.0,10/3/2011 9:44,United Kingdom,565.49
15467,569244,13344.0,10/3/2011 9:45,United Kingdom,322.08
15468,569246,14096.0,10/3/2011 9:57,United Kingdom,2900.99
15469,569247,17924.0,10/3/2011 10:08,United Kingdom,1574.52
15470,569248,12886.0,10/3/2011 10:09,United Kingdom,603.4
15471,569249,14092.0,10/3/2011 10:15,United Kingdom,351.17
15472,569250,16747.0,10/3/2011 10:18,United Kingdom,480.2
15473,569252,14333.0,10/3/2011 10:38,United Kingdom,415.2
15474,569253,13635.0,10/3/2011 10:55,United Kingdom,1071.03
15475,569254,18116.0,10/3/2011 11:00,United Kingdom,163.56
15476,569255,18102.0,10/3/2011 11:01,United Kingdom,5164.66
15477,569256,,10/3/2011 11:15,United Kingdom,0.0
15478,569257,18102.0,10/3/2011 11:24,United Kingdom,2350.98
15479,569258,17330.0,10/3/2011 11:26,United Kingdom,264.9
15480,569261,17321.0,10/3/2011 11:34,United Kingdom,659.61
15481,569262,14815.0,10/3/2011 11:36,United Kingdom,551.58
15482,569263,18102.0,10/3/2011 11:37,United Kingdom,4849.1
15483,569302,16205.0,10/3/2011 12:04,United Kingdom,323.15
15484,569319,14290.0,10/3/2011 12:17,United Kingdom,728.5
15485,569321,,10/3/2011 12:23,United Kingdom,278.15
15486,569322,16912.0,10/3/2011 12:31,United Kingdom,464.64
15487,569323,16912.0,10/3/2011 12:32,United Kingdom,32.85
15488,569324,16912.0,10/3/2011 12:32,United Kingdom,363.08
15489,569325,16774.0,10/3/2011 12:41,United Kingdom,119.32
15490,569326,14360.0,10/3/2011 12:47,United Kingdom,624.91
15491,569327,15091.0,10/3/2011 12:47,United Kingdom,480.71
15492,569328,14360.0,10/3/2011 12:48,United Kingdom,157.68
15493,569329,17652.0,10/3/2011 13:03,United Kingdom,441.82
15494,569330,15311.0,10/3/2011 13:31,United Kingdom,607.33
15495,569331,16875.0,10/3/2011 13:39,United Kingdom,957.33
15496,569332,12637.0,10/3/2011 13:46,France,358.4
15497,569333,13431.0,10/3/2011 13:49,United Kingdom,415.41999999999996
15498,569334,12931.0,10/3/2011 13:53,United Kingdom,1909.36
15499,569335,,10/3/2011 13:57,United Kingdom,0.0
15500,569336,15088.0,10/3/2011 14:05,United Kingdom,864.19
15501,569337,17396.0,10/3/2011 14:09,United Kingdom,2034.0
15502,569338,16013.0,10/3/2011 14:18,United Kingdom,339.26
15503,569339,15299.0,10/3/2011 14:18,United Kingdom,830.0
15504,569340,15299.0,10/3/2011 14:19,United Kingdom,642.0
15505,569341,,10/3/2011 14:19,United Kingdom,0.0
15506,569342,16013.0,10/3/2011 14:20,United Kingdom,1441.2
15507,569343,18102.0,10/3/2011 14:34,United Kingdom,7298.76
15508,569347,,10/3/2011 14:38,United Kingdom,0.0
15509,569357,15930.0,10/3/2011 14:52,United Kingdom,426.63
15510,569358,18257.0,10/3/2011 14:53,United Kingdom,517.53
15511,569359,18257.0,10/3/2011 14:55,United Kingdom,14.850000000000001
15512,569360,14653.0,10/3/2011 14:59,United Kingdom,350.09
15513,569361,16183.0,10/3/2011 14:59,United Kingdom,338.71000000000004
15514,569362,18102.0,10/3/2011 15:06,United Kingdom,1023.96
15515,569363,13297.0,10/3/2011 15:08,United Kingdom,1315.3799999999999
15516,569364,13167.0,10/3/2011 15:10,United Kingdom,242.12
15517,569365,18102.0,10/3/2011 15:24,United Kingdom,1094.71
15518,569366,18102.0,10/3/2011 15:26,United Kingdom,647.52
15519,569367,13994.0,10/3/2011 15:28,United Kingdom,808.11
15520,569368,15971.0,10/3/2011 15:29,United Kingdom,260.1
15521,569369,15105.0,10/3/2011 15:32,United Kingdom,541.03
15522,569371,14651.0,10/3/2011 15:52,United Kingdom,238.28
15523,569372,,10/3/2011 16:04,United Kingdom,1871.1299999999999
15524,569373,12971.0,10/3/2011 16:12,United Kingdom,162.64
15525,569374,,10/3/2011 16:14,United Kingdom,1951.59
15526,569376,,10/3/2011 16:29,United Kingdom,0.0
15527,569377,,10/3/2011 16:30,United Kingdom,0.0
15528,569378,,10/3/2011 16:31,United Kingdom,0.0
15529,569379,,10/3/2011 16:33,United Kingdom,0.0
15530,569380,,10/3/2011 16:40,United Kingdom,0.0
15531,569382,15502.0,10/3/2011 16:44,United Kingdom,3155.95
15532,569383,15159.0,10/3/2011 16:46,United Kingdom,1395.09
15533,569384,15159.0,10/3/2011 16:47,United Kingdom,207.6
15534,569385,14031.0,10/3/2011 16:48,United Kingdom,1416.0
15535,569386,15159.0,10/3/2011 16:48,United Kingdom,243.6
15536,569388,14031.0,10/3/2011 16:50,United Kingdom,1416.0
15537,569389,15502.0,10/3/2011 16:51,United Kingdom,305.0
15538,569391,,10/3/2011 17:13,United Kingdom,0.0
15539,569392,,10/3/2011 17:15,United Kingdom,0.0
15540,569393,,10/3/2011 17:15,United Kingdom,0.0
15541,569394,,10/3/2011 17:16,United Kingdom,0.0
15542,569396,16441.0,10/3/2011 17:48,United Kingdom,170.2
15543,569397,12747.0,10/4/2011 8:26,United Kingdom,675.38
15544,569398,17381.0,10/4/2011 8:27,United Kingdom,359.03999999999996
15545,569399,17381.0,10/4/2011 8:29,United Kingdom,520.32
15546,569400,17381.0,10/4/2011 8:30,United Kingdom,231.0
15547,569401,15111.0,10/4/2011 8:56,United Kingdom,949.3000000000001
15548,569402,12413.0,10/4/2011 9:00,France,194.20000000000002
15549,569403,13319.0,10/4/2011 9:02,United Kingdom,678.11
15550,569404,13319.0,10/4/2011 9:03,United Kingdom,180.0
15551,569405,15241.0,10/4/2011 9:05,United Kingdom,344.92
15552,569406,16253.0,10/4/2011 9:09,United Kingdom,1983.46
15553,569407,15694.0,10/4/2011 9:12,United Kingdom,1410.26
15554,569408,13881.0,10/4/2011 9:26,United Kingdom,1897.1599999999999
15555,569409,14110.0,10/4/2011 9:38,United Kingdom,304.62
15556,569411,12989.0,10/4/2011 9:49,United Kingdom,566.4
15557,569412,13650.0,10/4/2011 9:51,United Kingdom,447.62
15558,569413,13650.0,10/4/2011 9:51,United Kingdom,27.0
15559,569414,,10/4/2011 10:11,United Kingdom,4701.22
15560,569415,,10/4/2011 10:14,United Kingdom,1821.56
15561,569416,13801.0,10/4/2011 10:15,United Kingdom,324.8
15562,569417,17629.0,10/4/2011 10:29,United Kingdom,593.79
15563,569418,12989.0,10/4/2011 10:30,United Kingdom,284.15999999999997
15564,569419,15864.0,10/4/2011 10:31,United Kingdom,520.54
15565,569420,16881.0,10/4/2011 10:33,United Kingdom,432.0
15566,569423,16882.0,10/4/2011 10:42,United Kingdom,489.41999999999996
15567,569424,15529.0,10/4/2011 10:49,United Kingdom,427.57
15568,569457,14606.0,10/4/2011 11:29,United Kingdom,117.94
15569,569459,16713.0,10/4/2011 11:33,United Kingdom,702.04
15570,569460,13895.0,10/4/2011 11:33,United Kingdom,973.81
15571,569461,16556.0,10/4/2011 11:36,United Kingdom,757.42
15572,569462,17014.0,10/4/2011 11:36,United Kingdom,188.05
15573,569463,,10/4/2011 11:39,United Kingdom,0.0
15574,569464,,10/4/2011 11:40,United Kingdom,0.0
15575,569465,,10/4/2011 11:41,United Kingdom,0.0
15576,569466,,10/4/2011 11:42,United Kingdom,0.0
15577,569467,14291.0,10/4/2011 11:44,United Kingdom,610.42
15578,569468,16186.0,10/4/2011 11:56,United Kingdom,666.21
15579,569469,16360.0,10/4/2011 12:22,United Kingdom,1007.05
15580,569470,17673.0,10/4/2011 12:25,United Kingdom,306.88
15581,569471,15046.0,10/4/2011 12:38,United Kingdom,244.06
15582,569472,14515.0,10/4/2011 12:38,United Kingdom,583.42
15583,569474,14178.0,10/4/2011 12:39,United Kingdom,198.74
15584,569479,13408.0,10/4/2011 12:41,United Kingdom,971.46
15585,569480,13408.0,10/4/2011 12:42,United Kingdom,23.8
15586,569481,15255.0,10/4/2011 12:43,United Kingdom,890.85
15587,569482,14184.0,10/4/2011 12:43,United Kingdom,452.89
15588,569483,14057.0,10/4/2011 12:45,United Kingdom,390.26
15589,569484,14057.0,10/4/2011 12:46,United Kingdom,45.0
15590,569486,15339.0,10/4/2011 12:51,United Kingdom,316.17
15591,569487,13351.0,10/4/2011 12:55,United Kingdom,373.94
15592,569488,16440.0,10/4/2011 13:10,United Kingdom,433.01
15593,569489,12457.0,10/4/2011 13:13,Cyprus,196.35
15594,569491,14056.0,10/4/2011 13:25,United Kingdom,528.68
15595,569492,16333.0,10/4/2011 13:30,United Kingdom,3733.0
15596,569493,13317.0,10/4/2011 13:35,United Kingdom,959.7
15597,569494,15739.0,10/4/2011 13:42,United Kingdom,449.12
15598,569496,12395.0,10/4/2011 13:45,Belgium,346.68
15599,569513,14332.0,10/4/2011 13:55,United Kingdom,466.3
15600,569514,15228.0,10/4/2011 13:56,United Kingdom,1162.68
15601,569515,15181.0,10/4/2011 13:58,United Kingdom,254.48
15602,569516,,10/4/2011 14:03,United Kingdom,6.95
15603,569518,13263.0,10/4/2011 14:28,United Kingdom,127.85000000000001
15604,569519,13792.0,10/4/2011 14:31,United Kingdom,120.95
15605,569520,17667.0,10/4/2011 14:32,United Kingdom,304.5
15606,569521,16474.0,10/4/2011 14:33,United Kingdom,580.73
15607,569522,12664.0,10/4/2011 14:41,Finland,310.0
15608,569523,16033.0,10/4/2011 14:41,United Kingdom,368.38
15609,569524,14506.0,10/4/2011 14:42,United Kingdom,683.59
15610,569527,12512.0,10/4/2011 14:53,Israel,122.33
15611,569528,16242.0,10/4/2011 14:53,United Kingdom,825.29
15612,569529,12512.0,10/4/2011 14:55,Israel,15.7
15613,569530,17957.0,10/4/2011 14:58,United Kingdom,111.68
15614,569531,12695.0,10/4/2011 15:02,France,163.1
15615,569532,13552.0,10/4/2011 15:19,United Kingdom,425.52
15616,569533,16374.0,10/4/2011 15:21,United Kingdom,316.73
15617,569534,,10/4/2011 15:27,United Kingdom,7.84
15618,569535,15044.0,10/4/2011 15:41,United Kingdom,444.71
15619,569536,13269.0,10/4/2011 15:44,United Kingdom,476.52
15620,569537,13269.0,10/4/2011 15:45,United Kingdom,97.7
15621,569538,14462.0,10/4/2011 15:55,United Kingdom,301.87
15622,569539,18102.0,10/4/2011 15:58,United Kingdom,557.76
15623,569544,,10/4/2011 16:33,United Kingdom,1566.25
15624,569545,,10/4/2011 16:37,United Kingdom,2014.98
15625,569546,15276.0,10/4/2011 16:39,United Kingdom,135.31
15626,569550,15955.0,10/4/2011 17:32,United Kingdom,8.5
15627,569551,,10/4/2011 17:40,United Kingdom,1.65
15628,569555,17728.0,10/5/2011 8:17,United Kingdom,1943.1299999999999
15629,569556,14936.0,10/5/2011 8:50,Channel Islands,1105.16
15630,569557,14936.0,10/5/2011 8:52,Channel Islands,33.0
15631,569558,14936.0,10/5/2011 8:53,Channel Islands,622.84
15632,569559,12971.0,10/5/2011 9:31,United Kingdom,171.59999999999997
15633,569560,14511.0,10/5/2011 9:42,United Kingdom,318.44
15634,569561,13468.0,10/5/2011 9:42,United Kingdom,122.05
15635,569562,12720.0,10/5/2011 9:43,Germany,485.78
15636,569563,12481.0,10/5/2011 9:46,Germany,1307.76
15637,569564,13989.0,10/5/2011 9:47,United Kingdom,369.40999999999997
15638,569565,16722.0,10/5/2011 9:52,United Kingdom,314.5
15639,569566,14739.0,10/5/2011 9:55,United Kingdom,609.78
15640,569567,16059.0,10/5/2011 9:56,United Kingdom,105.30000000000001
15641,569568,12700.0,10/5/2011 9:57,France,1476.19
15642,569569,18061.0,10/5/2011 9:59,United Kingdom,233.5
15643,569570,16684.0,10/5/2011 10:06,United Kingdom,13760.02
15644,569571,16684.0,10/5/2011 10:09,United Kingdom,2487.4
15645,569572,16684.0,10/5/2011 10:10,United Kingdom,1800.0
15646,569573,17511.0,10/5/2011 10:11,United Kingdom,3855.84
15647,569574,15127.0,10/5/2011 10:30,United Kingdom,406.53
15648,569575,16106.0,10/5/2011 10:37,United Kingdom,108.38
15649,569576,17739.0,10/5/2011 10:38,United Kingdom,434.65000000000003
15650,569577,12828.0,10/5/2011 10:53,United Kingdom,245.8
15651,569579,17666.0,10/5/2011 11:06,United Kingdom,409.08
15652,569580,15039.0,10/5/2011 11:16,United Kingdom,185.87
15653,569581,15081.0,10/5/2011 11:16,United Kingdom,80.30000000000001
15654,569583,15039.0,10/5/2011 11:17,United Kingdom,2.95
15655,569590,13949.0,10/5/2011 11:25,United Kingdom,302.91
15656,569629,15249.0,10/5/2011 11:37,United Kingdom,641.57
15657,569630,13458.0,10/5/2011 11:44,United Kingdom,498.36
15658,569631,13483.0,10/5/2011 11:53,United Kingdom,140.34
15659,569632,13808.0,10/5/2011 11:57,United Kingdom,639.3000000000001
15660,569633,16478.0,10/5/2011 12:02,United Kingdom,202.9
15661,569634,12843.0,10/5/2011 12:09,United Kingdom,9.95
15662,569635,12748.0,10/5/2011 12:13,United Kingdom,287.94
15663,569637,15757.0,10/5/2011 12:14,United Kingdom,453.06
15664,569638,16140.0,10/5/2011 12:15,United Kingdom,601.04
15665,569639,12471.0,10/5/2011 12:24,Germany,240.0
15666,569640,12471.0,10/5/2011 12:25,Germany,2145.38
15667,569641,12841.0,10/5/2011 12:27,United Kingdom,196.65
15668,569643,15730.0,10/5/2011 12:31,United Kingdom,343.66
15669,569647,12415.0,10/5/2011 12:35,Australia,828.0
15670,569648,17754.0,10/5/2011 12:40,United Kingdom,374.5
15671,569649,16029.0,10/5/2011 12:42,United Kingdom,612.0
15672,569650,12415.0,10/5/2011 12:44,Australia,15643.77
15673,569651,14534.0,10/5/2011 12:49,United Kingdom,745.37
15674,569652,15628.0,10/5/2011 12:51,United Kingdom,416.46000000000004
15675,569653,12451.0,10/5/2011 12:52,Switzerland,2539.56
15676,569654,13854.0,10/5/2011 12:56,United Kingdom,316.76
15677,569656,14434.0,10/5/2011 12:59,United Kingdom,99.60000000000001
15678,569657,,10/5/2011 12:59,United Kingdom,0.0
15679,569658,16359.0,10/5/2011 13:00,United Kingdom,228.96
15680,569659,14099.0,10/5/2011 13:04,United Kingdom,363.18
15681,569660,17382.0,10/5/2011 13:05,United Kingdom,65.4
15682,569661,17483.0,10/5/2011 13:10,United Kingdom,139.3
15683,569662,15244.0,10/5/2011 13:19,United Kingdom,333.63
15684,569664,18237.0,10/5/2011 13:33,United Kingdom,135.79999999999998
15685,569665,12789.0,10/5/2011 13:34,Netherlands,91.85
15686,569666,17690.0,10/5/2011 13:36,United Kingdom,150.45
15687,569667,17521.0,10/5/2011 13:42,United Kingdom,338.19
15688,569668,16040.0,10/5/2011 13:47,United Kingdom,437.37
15689,569669,14730.0,10/5/2011 13:47,United Kingdom,420.51
15690,569670,14730.0,10/5/2011 13:47,United Kingdom,435.41
15691,569671,16020.0,10/5/2011 13:54,United Kingdom,518.8
15692,569672,17841.0,10/5/2011 13:58,United Kingdom,354.13
15693,569673,17222.0,10/5/2011 13:58,United Kingdom,354.15
15694,569674,17841.0,10/5/2011 14:01,United Kingdom,30.599999999999998
15695,569675,15687.0,10/5/2011 14:03,United Kingdom,561.73
15696,569676,,10/5/2011 14:12,United Kingdom,67.65
15697,569677,15106.0,10/5/2011 14:14,United Kingdom,269.63
15698,569678,17816.0,10/5/2011 14:16,United Kingdom,9.01
15699,569679,16160.0,10/5/2011 14:19,United Kingdom,223.49999999999997
15700,569680,16803.0,10/5/2011 14:28,United Kingdom,332.3
15701,569683,15953.0,10/5/2011 14:39,United Kingdom,251.69
15702,569684,13947.0,10/5/2011 14:42,United Kingdom,90.6
15703,569685,16758.0,10/5/2011 14:47,United Kingdom,369.34000000000003
15704,569686,12719.0,10/5/2011 14:50,France,283.6
15705,569687,13709.0,10/5/2011 14:53,United Kingdom,596.22
15706,569688,15048.0,10/5/2011 14:55,United Kingdom,59.52
15707,569689,13709.0,10/5/2011 14:56,United Kingdom,82.80000000000001
15708,569690,15351.0,10/5/2011 15:04,United Kingdom,141.35
15709,569691,18223.0,10/5/2011 15:09,United Kingdom,480.43
15710,569692,14389.0,10/5/2011 15:17,United Kingdom,732.32
15711,569693,17837.0,10/5/2011 15:18,United Kingdom,250.95
15712,569694,17735.0,10/5/2011 15:24,United Kingdom,562.47
15713,569695,16843.0,10/5/2011 15:35,United Kingdom,993.88
15714,569696,16843.0,10/5/2011 15:36,United Kingdom,15.8
15715,569697,17647.0,10/5/2011 15:38,United Kingdom,133.06
15716,569698,14054.0,10/5/2011 15:49,United Kingdom,92.46
15717,569699,12723.0,10/5/2011 15:52,France,265.51
15718,569700,,10/5/2011 15:56,United Kingdom,1417.55
15719,569701,12723.0,10/5/2011 15:56,France,33.9
15720,569702,14396.0,10/5/2011 16:09,United Kingdom,377.64
15721,569705,15762.0,10/5/2011 16:15,United Kingdom,268.44
15722,569706,13798.0,10/5/2011 16:31,United Kingdom,356.6
15723,569714,18033.0,10/5/2011 17:28,United Kingdom,97.97
15724,569715,15856.0,10/5/2011 17:29,United Kingdom,503.64
15725,569716,15804.0,10/6/2011 8:17,United Kingdom,223.22
15726,569717,13845.0,10/6/2011 8:25,United Kingdom,312.98
15727,569718,15837.0,10/6/2011 9:01,United Kingdom,391.98
15728,569719,14646.0,10/6/2011 9:10,Netherlands,788.16
15729,569720,14646.0,10/6/2011 9:11,Netherlands,23.39
15730,569721,12628.0,10/6/2011 9:28,Germany,333.64
15731,569722,12431.0,10/6/2011 9:31,Australia,588.96
15732,569723,12431.0,10/6/2011 9:32,Australia,89.80000000000001
15733,569724,15061.0,10/6/2011 9:35,United Kingdom,491.4
15734,569725,15061.0,10/6/2011 9:35,United Kingdom,141.6
15735,569726,17419.0,10/6/2011 9:36,United Kingdom,465.55
15736,569727,12500.0,10/6/2011 9:37,Germany,150.25
15737,569728,15416.0,10/6/2011 9:38,United Kingdom,839.99
15738,569729,16350.0,10/6/2011 9:43,United Kingdom,435.46999999999997
15739,569730,16422.0,10/6/2011 9:45,United Kingdom,332.22
15740,569731,13999.0,10/6/2011 9:48,United Kingdom,308.44
15741,569732,13177.0,10/6/2011 9:56,United Kingdom,282.45
15742,569734,14538.0,10/6/2011 10:31,United Kingdom,281.75
15743,569735,14646.0,10/6/2011 10:34,Netherlands,30.0
15744,569736,14317.0,10/6/2011 10:44,United Kingdom,508.58000000000004
15745,569737,16295.0,10/6/2011 10:45,United Kingdom,355.9
15746,569738,13013.0,10/6/2011 10:48,United Kingdom,216.81
15747,569739,14911.0,10/6/2011 10:48,EIRE,421.3
15748,569740,15769.0,10/6/2011 10:52,United Kingdom,2924.0
